2024-04-13 21:23:01,584 INFO    StreamThr :8142 [internal.py:wandb_internal():86] W&B internal server running at pid: 8142, started at: 2024-04-13 21:23:01.583605
2024-04-13 21:23:01,585 DEBUG   HandlerThread:8142 [handler.py:handle_request():146] handle_request: status
2024-04-13 21:23:01,586 INFO    WriterThread:8142 [datastore.py:open_for_write():87] open: /Users/ming/Courses/5180/project/dqn-breakout/wandb/run-20240413_212301-xtzy2k9h/run-xtzy2k9h.wandb
2024-04-13 21:23:01,587 DEBUG   SenderThread:8142 [sender.py:send():379] send: header
2024-04-13 21:23:01,608 DEBUG   SenderThread:8142 [sender.py:send():379] send: run
2024-04-13 21:23:01,889 INFO    SenderThread:8142 [dir_watcher.py:__init__():211] watching files in: /Users/ming/Courses/5180/project/dqn-breakout/wandb/run-20240413_212301-xtzy2k9h/files
2024-04-13 21:23:01,889 INFO    SenderThread:8142 [sender.py:_start_run_threads():1124] run started: xtzy2k9h with start time 1713057781.584361
2024-04-13 21:23:01,899 DEBUG   HandlerThread:8142 [handler.py:handle_request():146] handle_request: check_version
2024-04-13 21:23:01,899 DEBUG   SenderThread:8142 [sender.py:send_request():406] send_request: check_version
2024-04-13 21:23:01,973 DEBUG   HandlerThread:8142 [handler.py:handle_request():146] handle_request: run_start
2024-04-13 21:23:01,979 DEBUG   HandlerThread:8142 [system_info.py:__init__():26] System info init
2024-04-13 21:23:01,979 DEBUG   HandlerThread:8142 [system_info.py:__init__():41] System info init done
2024-04-13 21:23:01,979 INFO    HandlerThread:8142 [system_monitor.py:start():194] Starting system monitor
2024-04-13 21:23:01,979 INFO    SystemMonitor:8142 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-04-13 21:23:01,979 INFO    HandlerThread:8142 [system_monitor.py:probe():214] Collecting system info
2024-04-13 21:23:01,980 INFO    SystemMonitor:8142 [interfaces.py:start():190] Started cpu monitoring
2024-04-13 21:23:01,980 INFO    SystemMonitor:8142 [interfaces.py:start():190] Started disk monitoring
2024-04-13 21:23:01,983 DEBUG   HandlerThread:8142 [system_info.py:probe():150] Probing system
2024-04-13 21:23:01,984 INFO    SystemMonitor:8142 [interfaces.py:start():190] Started gpuapple monitoring
2024-04-13 21:23:02,004 INFO    SystemMonitor:8142 [interfaces.py:start():190] Started memory monitoring
2024-04-13 21:23:02,005 INFO    SystemMonitor:8142 [interfaces.py:start():190] Started network monitoring
2024-04-13 21:23:02,010 DEBUG   HandlerThread:8142 [system_info.py:_probe_git():135] Probing git
2024-04-13 21:23:02,031 DEBUG   HandlerThread:8142 [system_info.py:_probe_git():143] Probing git done
2024-04-13 21:23:02,031 DEBUG   HandlerThread:8142 [system_info.py:probe():198] Probing system done
2024-04-13 21:23:02,031 DEBUG   HandlerThread:8142 [system_monitor.py:probe():223] {'os': 'macOS-14.4-arm64-arm-64bit', 'python': '3.10.13', 'heartbeatAt': '2024-04-14T01:23:01.984160', 'startedAt': '2024-04-14T01:23:01.579046', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/ming/Courses/5180/project/dqn-breakout/main.py', 'codePathLocal': 'main.py', 'codePath': 'project/dqn-breakout/main.py', 'git': {'remote': 'git@github.com:CMvvvt/CS5180-RL.git', 'commit': '0fc933208f21ddc09a7dc0bf048ea34eff5d693d'}, 'email': '452000761@qq.com', 'root': '/Users/ming/Courses/5180', 'host': 'Mings-MacBook-Pro.local', 'username': 'ming', 'executable': '/Users/ming/.pyenv/versions/3.10.13/bin/python', 'cpu_count': 10, 'cpu_count_logical': 10, 'disk': {'/': {'total': 460.4317207336426, 'used': 10.113151550292969}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 32.0}}
2024-04-13 21:23:02,031 INFO    HandlerThread:8142 [system_monitor.py:probe():224] Finished collecting system info
2024-04-13 21:23:02,031 INFO    HandlerThread:8142 [system_monitor.py:probe():227] Publishing system info
2024-04-13 21:23:02,032 INFO    HandlerThread:8142 [system_monitor.py:probe():229] Finished publishing system info
2024-04-13 21:23:02,034 DEBUG   SenderThread:8142 [sender.py:send():379] send: files
2024-04-13 21:23:02,035 INFO    SenderThread:8142 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-04-13 21:23:02,133 DEBUG   HandlerThread:8142 [handler.py:handle_request():146] handle_request: python_packages
2024-04-13 21:23:02,133 DEBUG   SenderThread:8142 [sender.py:send_request():406] send_request: python_packages
2024-04-13 21:23:02,134 DEBUG   HandlerThread:8142 [handler.py:handle_request():146] handle_request: stop_status
2024-04-13 21:23:02,134 DEBUG   HandlerThread:8142 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-13 21:23:02,134 DEBUG   SenderThread:8142 [sender.py:send_request():406] send_request: stop_status
2024-04-13 21:23:02,284 DEBUG   SenderThread:8142 [sender.py:send():379] send: telemetry
2024-04-13 21:23:02,355 INFO    wandb-upload_0:8142 [upload_job.py:push():131] Uploaded file /var/folders/08/bx4bvkt15576qc27ylsr4j5w0000gn/T/tmpclyx4n1swandb/l9r1bi4u-wandb-metadata.json
2024-04-13 21:23:02,895 INFO    Thread-12 :8142 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/ming/Courses/5180/project/dqn-breakout/wandb/run-20240413_212301-xtzy2k9h/files/requirements.txt
2024-04-13 21:23:02,895 INFO    Thread-12 :8142 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/ming/Courses/5180/project/dqn-breakout/wandb/run-20240413_212301-xtzy2k9h/files/output.log
2024-04-13 21:23:02,895 INFO    Thread-12 :8142 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/ming/Courses/5180/project/dqn-breakout/wandb/run-20240413_212301-xtzy2k9h/files/wandb-metadata.json
2024-04-13 21:23:04,901 INFO    Thread-12 :8142 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/ming/Courses/5180/project/dqn-breakout/wandb/run-20240413_212301-xtzy2k9h/files/output.log
2024-04-13 21:23:06,143 DEBUG   SenderThread:8142 [sender.py:send():379] send: exit
2024-04-13 21:23:06,144 INFO    SenderThread:8142 [sender.py:send_exit():586] handling exit code: 1
